,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_100,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_100,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2013-05-10 09:30:00.100,10000,10000,10000,10000,0,0,0,0
2013-05-10 09:31:26.900,20000,,,,-7691.124442393478,,,
2013-05-10 09:31:27.900,,,20000,,,,-7691.716021844473,
2013-05-10 09:31:28.900,,,,,,,,
2013-05-10 09:31:29.900,,,,,,,,
2013-05-10 09:31:30.900,,,,,,,,
2013-05-10 09:31:31.900,,,,,,,,
2013-05-10 09:31:32.900,,,,,,,,
2013-05-10 09:31:33.900,,,,,,,,
2013-05-10 09:31:34.900,,,,,,,,
2013-05-10 09:31:35.900,,,,,,,,
2013-05-10 09:31:36.900,,,,20000,,,,-7691.716021844473
2013-05-10 09:31:37.900,,,,,,,,
2013-05-10 09:31:38.900,,,,,,,,
2013-05-10 09:31:39.900,,,,,,,,
2013-05-10 09:31:40.900,,,,,,,,
2013-05-10 09:31:41.900,,,,,,,,
2013-05-10 09:31:42.900,,,,,,,,
2013-05-10 09:31:43.900,,,,,,,,
2013-05-10 09:31:44.900,,,,,,,,
2013-05-10 09:31:45.900,,,,,,,,
2013-05-10 09:31:46.900,,,,,,,,
2013-05-10 09:31:47.900,,,,,,,,
2013-05-10 09:31:48.900,,,,,,,,
2013-05-10 09:31:49.900,,,,,,,,
2013-05-10 09:31:50.900,,,,,,,,
2013-05-10 09:31:51.900,,,,,,,,
2013-05-10 09:31:52.900,,,,,,,,
2013-05-10 09:31:53.900,,,,,,,,
2013-05-10 09:31:54.900,,,,,,,,
2013-05-10 09:31:55.900,,,,,,,,
2013-05-10 09:31:56.900,,,,,,,,
2013-05-10 09:31:57.900,,,,,,,,
2013-05-10 09:31:58.900,,,,,,,,
2013-05-10 09:31:59.900,,,,,,,,
2013-05-10 09:32:21.900,9994.616212890325,,,,0,,,
2013-05-10 09:32:22.900,0,,9993.462041381432,,7682.552144886678,,0,
2013-05-10 09:32:23.900,,,0,,,,7681.664968969931,
2013-05-10 09:32:24.900,,,,,,,,
2013-05-10 09:32:25.900,,,,,,,,
2013-05-10 09:32:26.900,,,,,,,,
2013-05-10 09:32:27.900,,,,,,,,
2013-05-10 09:32:28.900,,,,,,,,
2013-05-10 09:32:29.900,,,,,,,,
2013-05-10 09:32:30.900,,,,,,,,
2013-05-10 09:32:31.900,,,,9995.000384585801,,,,0
2013-05-10 09:32:32.900,,,,0,,,,7684.028740792466
2013-05-10 09:32:33.900,,,,,,,,
2013-05-10 09:32:34.900,,,,,,,,
2013-05-10 09:32:35.900,,,,,,,,
2013-05-10 09:32:36.900,,,,,,,,
2013-05-10 09:32:37.900,,,,,,,,
2013-05-10 09:32:38.900,,,,,,,,
2013-05-10 09:32:39.900,,,,,,,,
2013-05-10 09:32:40.900,,,,,,,,
2013-05-10 09:32:41.900,,,,,,,,
2013-05-10 09:32:42.900,,,,,,,,
2013-05-10 09:32:43.900,,,,,,,,
2013-05-10 09:32:44.900,,,,,,,,
2013-05-10 09:32:45.900,,,,,,,,
2013-05-10 09:32:46.900,,,,,,,,
2013-05-10 09:32:47.900,,,,,,,,
2013-05-10 09:32:48.900,,,,,,,,
2013-05-10 09:32:49.900,,,,,,,,
2013-05-10 09:32:50.900,,,,,,,,
2013-05-10 09:32:51.900,,,,,,,,
2013-05-10 09:32:52.900,,,,,,,,
2013-05-10 09:32:53.900,,,,,,,,
2013-05-10 09:38:35.900,,,,,,,,
2013-05-10 09:38:36.900,,,,,,,,
2013-05-10 09:38:37.900,,,,,,,,
2013-05-10 09:38:38.900,,,,,,,,
2013-05-10 09:38:39.900,,,,,,,,
2013-05-10 09:38:40.900,,,,,,,,
2013-05-10 09:38:41.900,,,,,,,,
2013-05-10 09:38:42.900,,,,,,,,
2013-05-10 09:38:43.900,,,,,,,,
2013-05-10 09:38:44.900,,,,,,,,
2013-05-10 09:38:45.900,,,,,,,,
2013-05-10 09:38:46.900,,,,,,,,
2013-05-10 09:38:47.900,,,,,,,,
2013-05-10 09:38:48.900,,,,,,,,
2013-05-10 09:38:49.900,,,,,,,,
2013-05-10 09:38:50.900,,,,,,,,
2013-05-10 09:38:51.900,,,,,,,,
2013-05-10 09:38:52.900,,,,,,,,
2013-05-10 09:38:53.900,,,,,,,,
2013-05-10 09:46:01.900,9991.159064425125,,,,0,,,
2013-05-10 09:46:02.900,19982.31812885025,,9990.773458642292,,-7681.961451964574,,0,
2013-05-10 09:46:03.900,,,19981.546917284584,,,,-7681.664968969931,
2013-05-10 09:46:04.900,,,,,,,,
2013-05-10 09:46:05.900,,,,,,,,
2013-05-10 09:46:06.900,,,,,,,,
2013-05-10 09:46:07.900,,,,,,,,
2013-05-10 09:46:08.900,,,,,,,,
2013-05-10 09:46:09.900,,,,,,,,
2013-05-10 09:46:10.900,,,,,,,,
2013-05-10 09:46:11.900,,,,9993.463578837642,,,,0
2013-05-10 09:46:12.900,,,,19986.927157675284,,,,-7684.028740792465
2013-05-10 09:46:13.900,,,,,,,,
2013-05-10 09:46:14.900,,,,,,,,
2013-05-10 09:46:15.900,,,,,,,,
2013-05-10 09:46:16.900,,,,,,,,
2013-05-10 09:46:17.900,,,,,,,,
2013-05-10 09:46:18.900,,,,,,,,
2013-05-10 09:46:19.900,,,,,,,,
2013-05-10 09:46:20.900,,,,,,,,
2013-05-10 09:46:21.900,,,,,,,,
2013-05-10 09:46:22.900,,,,,,,,
2013-05-10 09:46:23.900,,,,,,,,
2013-05-10 09:46:24.900,,,,,,,,
2013-05-10 09:47:39.900,9987.318083699143,,,,0,,,
2013-05-10 09:47:40.900,0,,9986.548542909359,,7675.762274679432,,0,
2013-05-10 09:47:41.900,,,0,,,,7675.170843414947,
2013-05-10 09:47:42.900,,,,,,,,
2013-05-10 09:47:43.900,,,,,,,,
2013-05-10 09:47:44.900,,,,,,,,
2013-05-10 09:47:45.900,,,,,,,,
2013-05-10 09:47:46.900,,,,,,,,
2013-05-10 09:47:47.900,,,,,,,,
2013-05-10 09:47:48.900,,,,,,,,
2013-05-10 09:47:49.900,,,,9989.237363030208,,,,0
2013-05-10 09:47:50.900,,,,0,,,,7677.5323672509485
2013-05-10 09:47:51.900,,,,,,,,
2013-05-10 09:47:52.900,,,,,,,,
2013-05-10 09:47:53.900,,,,,,,,
2013-05-10 09:47:54.900,,,,,,,,
2013-05-10 09:47:55.900,,,,,,,,
2013-05-10 09:47:56.900,,,,,,,,
2013-05-10 09:47:57.900,,,,,,,,
2013-05-10 09:47:58.900,,,,,,,,
2013-05-10 09:47:59.900,,,,,,,,
2013-05-10 09:48:00.900,,,,,,,,
2013-05-10 09:48:01.900,,,,,,,,
2013-05-10 09:48:02.900,,,,,,,,
2013-05-10 09:51:22.900,9984.247778789271,,,,0,,,
2013-05-10 09:51:23.900,19968.495557578543,,9983.094716029822,,-7676.057337425441,,0,
2013-05-10 09:51:24.900,,,19966.189432059644,,,,-7675.170843414948,
2013-05-10 09:51:25.900,,,,,,,,
2013-05-10 09:51:26.900,,,,,,,,
2013-05-10 09:51:27.900,,,,,,,,
2013-05-10 09:51:28.900,,,,,,,,
2013-05-10 09:51:29.900,,,,,,,,
2013-05-10 09:51:30.900,,,,,,,,
2013-05-10 09:51:31.900,,,,,,,,
2013-05-10 09:51:32.900,,,,9985.782473464948,,,,0
2013-05-10 09:51:33.900,,,,19971.564946929895,,,,-7677.532367250949
2013-05-10 09:51:34.900,,,,,,,,
2013-05-10 09:53:12.900,,,,,,,,
2013-05-10 09:53:13.900,,,,,,,,
2013-05-10 09:53:14.900,,,,,,,,
2013-05-10 09:53:15.900,,,,,,,,
2013-05-10 09:53:16.900,,,,,,,,
2013-05-10 09:53:17.900,,,,,,,,
2013-05-10 09:53:18.900,,,,,,,,
2013-05-10 09:53:19.900,,,,,,,,
2013-05-10 09:53:20.900,,,,,,,,
2013-05-10 09:57:34.900,9983.863975922399,,,,0,,,
2013-05-10 09:57:35.900,0,,9983.478474571992,,7676.05733742544,,0,
2013-05-10 09:57:36.900,,,0,,,,7675.465883425842,
2013-05-10 09:57:37.900,,,,,,,,
2013-05-10 09:57:38.900,,,,,,,,
2013-05-10 09:57:39.900,,,,,,,,
2013-05-10 09:57:40.900,,,,,,,,
2013-05-10 09:57:41.900,,,,,,,,
2013-05-10 09:57:42.900,,,,,,,,
2013-05-10 09:57:43.900,,,,,,,,
2013-05-10 09:57:44.900,,,,9985.782473464948,,,,0
2013-05-10 09:57:45.900,,,,0,,,,7677.827520732699
2013-05-10 09:57:46.900,,,,,,,,
2013-05-10 09:57:47.900,,,,,,,,
2013-05-10 09:57:48.900,,,,,,,,
2013-05-10 09:57:49.900,,,,,,,,
2013-05-10 09:57:50.900,,,,,,,,
2013-05-10 09:57:51.900,,,,,,,,
2013-05-10 09:57:52.900,,,,,,,,
2013-05-10 09:57:53.900,,,,,,,,
2013-05-10 09:57:54.900,,,,,,,,
2013-05-10 09:57:55.900,,,,,,,,
2013-05-10 09:58:35.900,9980.025947253685,,,,0,,,
2013-05-10 09:58:36.900,19960.05189450737,,9979.256968336107,,-7676.05733742544,,0,
2013-05-10 09:58:37.900,,,19958.513936672214,,,,-7675.465883425842,
2013-05-10 09:58:38.900,,,,,,,,
2013-05-10 09:58:39.900,,,,,,,,
2013-05-10 09:58:40.900,,,,,,,,
2013-05-10 09:58:41.900,,,,,,,,
2013-05-10 09:58:42.900,,,,,,,,
2013-05-10 09:58:43.900,,,,,,,,
2013-05-10 09:58:44.900,,,,,,,,
2013-05-10 09:58:45.900,,,,9983.479125208729,,,,0
2013-05-10 10:00:15.900,,,,,,,,
2013-05-10 10:00:16.900,,,,,,,,
2013-05-10 10:00:17.900,,,,,,,,
2013-05-10 10:00:18.900,,,,,,,,
2013-05-10 10:00:19.900,,,,,,,,
2013-05-10 10:00:20.900,,,,,,,,
2013-05-10 10:00:21.900,,,,,,,,
2013-05-10 10:00:22.900,,,,,,,,
2013-05-10 10:00:23.900,,,,,,,,
2013-05-10 10:00:24.900,,,,,,,,
2013-05-10 10:00:25.900,,,,,,,,
2013-05-10 10:00:26.900,,,,,,,,
2013-05-10 10:00:27.900,,,,,,,,
2013-05-10 10:00:28.900,,,,,,,,
2013-05-10 10:00:29.900,,,,,,,,
2013-05-10 10:00:30.900,,,,,,,,
2013-05-10 10:00:31.900,,,,,,,,
2013-05-10 10:00:32.900,,,,,,,,
2013-05-10 10:00:33.900,,,,,,,,
2013-05-10 10:00:34.900,,,,,,,,
2013-05-10 10:00:35.900,,,,,,,,
2013-05-10 10:00:36.900,,,,,,,,
2013-05-10 10:00:37.900,,,,,,,,
2013-05-10 10:00:38.900,,,,,,,,
2013-05-10 10:00:39.900,,,,,,,,
2013-05-10 10:00:40.900,,,,,,,,
2013-05-10 10:00:41.900,,,,,,,,
2013-05-10 10:00:42.900,,,,,,,,
2013-05-10 10:00:43.900,,,,,,,,
2013-05-10 10:00:44.900,,,,,,,,
2013-05-10 10:00:45.900,,,,,,,,
2013-05-10 10:00:46.900,,,,,,,,
2013-05-10 10:00:47.900,,,,,,,,
2013-05-10 10:00:48.900,,,,,,,,
2013-05-10 10:00:49.900,,,,,,,,
2013-05-10 10:00:50.900,,,,,,,,
2013-05-10 10:00:51.900,,,,,,,,
2013-05-10 10:00:52.900,,,,,,,,
2013-05-10 10:00:53.900,,,,,,,,
2013-05-10 10:00:54.900,,,,,,,,
2013-05-10 10:00:55.900,,,,,,,,
2013-05-10 10:00:56.900,,,,,,,,
2013-05-10 10:00:57.900,,,,,,,,
2013-05-10 10:00:58.900,,,,,,,,
2013-05-10 10:00:59.900,,,,,,,,
2013-05-10 10:01:13.900,,,,,,,,
2013-05-10 10:01:14.900,,,,,,,,
2013-05-10 10:01:15.900,,,,,,,,
2013-05-10 10:01:16.900,,,,,,,,
2013-05-10 10:01:17.900,,,,,,,,
2013-05-10 10:01:18.900,,,,,,,,
2013-05-10 10:01:19.900,,,,,,,,
2013-05-10 10:01:20.900,,,,,,,,
2013-05-10 10:01:21.900,,,,,,,,
2013-05-10 10:01:22.900,,,,,,,,
2013-05-10 10:01:23.900,,,,,,,,
2013-05-10 10:01:24.900,,,,,,,,
2013-05-10 10:01:25.900,,,,,,,,
2013-05-10 10:01:26.900,,,,,,,,
2013-05-10 10:01:27.900,,,,,,,,
2013-05-10 10:01:28.900,,,,,,,,
2013-05-10 10:01:29.900,,,,,,,,
2013-05-10 10:01:30.900,,,,,,,,
2013-05-10 10:01:31.900,,,,,,,,
2013-05-10 10:01:32.900,,,,,,,,
2013-05-10 10:01:33.900,,,,,,,,
2013-05-10 10:01:34.900,,,,,,,,
2013-05-10 10:01:35.900,,,,,,,,
2013-05-10 10:01:53.900,9985.399187389883,,,,0,,,
2013-05-10 10:01:54.900,0,,9984.629794454504,,7684.327359567419,,0,
2013-05-10 10:01:55.900,,,0,,,,7684.030933087966,
2013-05-10 10:01:56.900,,,,,,,,
2013-05-10 10:01:57.900,,,,,,,,
2013-05-10 10:01:58.900,,,,,,,,
2013-05-10 10:01:59.900,,,,,,,,
2013-05-10 10:02:00.900,,,,,,,,
2013-05-10 10:02:01.900,,,,,,,,
2013-05-10 10:02:02.900,,,,,,,,
2013-05-10 10:02:03.900,,,,9990.773622339131,,,,0
2013-05-10 10:02:04.900,,,,9990.38970143753,,,,0
2013-05-10 10:02:05.900,,,,9990.38970143753,,,,0
2013-05-10 10:02:06.900,,,,9990.773622339131,,,,0
2013-05-10 10:02:07.900,,,,9990.38970143753,,,,0
2013-05-10 10:02:08.900,,,,9991.157543240732,,,,0
2013-05-10 10:02:09.900,,,,9991.157543240732,,,,0
2013-05-10 10:02:10.900,,,,9990.773622339131,,,,0
2013-05-10 10:02:11.900,,,,9990.773622339131,,,,0
2013-05-10 10:02:12.900,,,,9990.773622339131,,,,0
2013-05-10 10:02:13.900,,,,9990.773622339131,,,,0
2013-05-10 10:02:14.900,,,,9989.62185963433,,,,0
2013-05-10 10:02:15.900,,,,9990.00578053593,,,,0
2013-05-10 10:02:16.900,,,,9989.62185963433,,,,0
2013-05-10 10:02:17.900,,,,9989.62185963433,,,,0
2013-05-10 10:02:18.900,,,,9990.00578053593,,,,0
2013-05-10 10:02:19.900,,,,9990.00578053593,,,,0
2013-05-10 10:02:20.900,,,,9990.00578053593,,,,0
2013-05-10 10:02:21.900,,,,9989.62185963433,,,,0
2013-05-10 10:04:30.900,9980.404374606163,,,,0,,,
2013-05-10 10:04:31.900,19960.808749212327,,9980.01937589465,,-7684.327359567419,,0,
2013-05-10 10:04:32.900,,,19960.0387517893,,,,-7684.030933087966,
2013-05-10 10:04:33.900,,,,,,,,
2013-05-10 10:04:34.900,,,,,,,,
2013-05-10 10:04:35.900,,,,,,,,
2013-05-10 10:04:36.900,,,,,,,,
2013-05-10 10:04:37.900,,,,,,,,
2013-05-10 10:04:38.900,,,,,,,,
2013-05-10 10:04:39.900,,,,,,,,
2013-05-10 10:04:40.900,,,,9986.16231689396,,,,0
2013-05-10 10:04:41.900,,,,9985.77792325614,,,,0
2013-05-10 10:04:42.900,,,,9985.77792325614,,,,0
2013-05-10 10:04:43.900,,,,9985.77792325614,,,,0
2013-05-10 10:04:44.900,,,,9985.77792325614,,,,0
2013-05-10 10:04:45.900,,,,9986.16231689396,,,,0
2013-05-10 10:04:46.900,,,,9985.009135980503,,,,0
2013-05-10 10:04:47.900,,,,9985.009135980503,,,,0
2013-05-10 10:04:48.900,,,,9985.009135980503,,,,0
2013-05-10 10:04:49.900,,,,9984.624742342685,,,,0
2013-05-10 10:04:50.900,,,,9984.624742342685,,,,0
2013-05-10 10:05:16.900,,,,,,,,
2013-05-10 10:05:17.900,,,,,,,,
2013-05-10 10:05:18.900,,,,,,,,
2013-05-10 10:05:19.900,,,,,,,,
2013-05-10 10:05:20.900,,,,,,,,
2013-05-10 10:05:21.900,,,,,,,,
2013-05-10 10:05:22.900,,,,,,,,
2013-05-10 10:05:23.900,,,,,,,,
2013-05-10 10:05:24.900,,,,,,,,
2013-05-10 10:05:25.900,,,,,,,,
2013-05-10 10:05:26.900,,,,,,,,
2013-05-10 10:05:27.900,,,,,,,,
2013-05-10 10:05:28.900,,,,,,,,
2013-05-10 10:05:29.900,,,,,,,,
2013-05-10 10:05:30.900,,,,,,,,
2013-05-10 10:05:31.900,,,,,,,,
2013-05-10 10:05:32.900,,,,,,,,
2013-05-10 10:05:33.900,,,,,,,,
2013-05-10 10:05:34.900,,,,,,,,
2013-05-10 10:05:35.900,,,,,,,,
2013-05-10 10:05:36.900,,,,,,,,
2013-05-10 10:05:37.900,,,,,,,,
2013-05-10 10:05:38.900,,,,,,,,
2013-05-10 10:05:39.900,,,,,,,,
2013-05-10 10:05:40.900,,,,,,,,
2013-05-10 10:05:41.900,,,,,,,,
2013-05-10 10:05:42.900,,,,,,,,
2013-05-10 10:05:43.900,,,,,,,,
2013-05-10 10:05:44.900,,,,,,,,
2013-05-10 10:05:45.900,,,,,,,,
2013-05-10 10:05:46.900,,,,,,,,
2013-05-10 10:05:47.900,,,,,,,,
2013-05-10 10:05:48.900,,,,,,,,
2013-05-10 10:05:49.900,,,,,,,,
2013-05-10 10:05:50.900,,,,,,,,
2013-05-10 10:05:51.900,,,,,,,,
2013-05-10 10:05:52.900,,,,,,,,
2013-05-10 10:05:53.900,,,,,,,,
2013-05-10 10:05:54.900,,,,,,,,
2013-05-10 10:05:55.900,,,,,,,,
2013-05-10 10:05:56.900,,,,,,,,
2013-05-10 10:05:57.900,,,,,,,,
2013-05-10 10:05:58.900,,,,,,,,
2013-05-10 10:05:59.900,,,,,,,,
2013-05-10 10:06:00.900,,,,,,,,
2013-05-10 10:06:01.900,,,,,,,,
2013-05-10 10:06:02.900,,,,,,,,
2013-05-10 10:06:03.900,,,,,,,,
2013-05-10 10:06:04.900,,,,,,,,
2013-05-10 10:06:05.900,,,,,,,,
2013-05-10 10:06:06.900,,,,,,,,
2013-05-10 10:06:07.900,,,,,,,,
2013-05-10 10:06:08.900,,,,,,,,
2013-05-10 10:06:09.900,,,,,,,,
2013-05-10 10:06:45.900,9981.17280734212,,,,0,,,
2013-05-10 10:06:46.900,0,,9980.787778987959,,7685.5107471641795,,0,
2013-05-10 10:06:47.900,,,0,,,,7685.510167472343,
2013-05-10 10:06:48.900,,,,,,,,
2013-05-10 10:06:49.900,,,,,,,,
2013-05-10 10:06:50.900,,,,,,,,
2013-05-10 10:06:51.900,,,,,,,,
2013-05-10 10:06:52.900,,,,,,,,
2013-05-10 10:06:53.900,,,,,,,,
2013-05-10 10:06:54.900,,,,,,,,
2013-05-10 10:07:04.900,,,,,,,,
2013-05-10 10:07:05.900,,,,,,,,
2013-05-10 10:07:06.900,,,,,,,,
2013-05-10 10:07:07.900,,,,,,,,
2013-05-10 10:07:51.900,,,,,,,,
2013-05-10 10:07:52.900,,,,,,,,
2013-05-10 10:07:53.900,,,,,,,,
2013-05-10 10:07:54.900,,,,,,,,
2013-05-10 10:07:55.900,,,,,,,,
2013-05-10 10:07:56.900,,,,,,,,
2013-05-10 10:07:57.900,,,,,,,,
2013-05-10 10:07:58.900,,,,,,,,
2013-05-10 10:07:59.900,,,,,,,,
2013-05-10 10:08:00.900,,,,,,,,
2013-05-10 10:08:01.900,,,,,,,,
2013-05-10 10:08:02.900,,,,,,,,
2013-05-10 10:09:54.900,,,,,,,,
2013-05-10 10:09:55.900,,,,,,,,
2013-05-10 10:09:56.900,,,,,,,,
2013-05-10 10:09:57.900,,,,,,,,
2013-05-10 10:09:58.900,,,,,,,,
2013-05-10 10:09:59.900,,,,,,,,
2013-05-10 10:10:00.900,,,,,,,,
2013-05-10 10:10:01.900,,,,,,,,
2013-05-10 10:10:02.900,,,,,,,,
2013-05-10 10:10:03.900,,,,,,,,
2013-05-10 10:10:04.900,,,,,,,,
2013-05-10 10:10:05.900,,,,,,,,
2013-05-10 10:10:06.900,,,,,,,,
2013-05-10 10:12:25.900,,,,,,,,
2013-05-10 10:12:26.900,,,,,,,,
2013-05-10 10:12:27.900,,,,,,,,
2013-05-10 10:12:28.900,,,,,,,,
2013-05-10 10:12:29.900,,,,,,,,
2013-05-10 10:12:30.900,,,,,,,,
2013-05-10 10:12:31.900,,,,,,,,
2013-05-10 10:12:32.900,,,,,,,,
2013-05-10 10:12:33.900,,,,,,,,
2013-05-10 10:12:34.900,,,,,,,,
2013-05-10 10:12:35.900,,,,,,,,
2013-05-10 10:12:36.900,,,,,,,,
2013-05-10 10:12:37.900,,,,,,,,
2013-05-10 10:12:38.900,,,,,,,,
2013-05-10 10:12:39.900,,,,,,,,
2013-05-10 10:12:40.900,,,,,,,,
2013-05-10 10:12:41.900,,,,,,,,
2013-05-10 10:12:42.900,,,,,,,,
2013-05-10 10:12:43.900,,,,,,,,
2013-05-10 10:12:44.900,,,,,,,,
2013-05-10 10:12:45.900,,,,,,,,
2013-05-10 10:13:03.900,9981.557082879479,,,,0,,,
2013-05-10 10:13:04.900,19963.114165758958,,9981.556330004705,,-7685.5107471641795,,0,
2013-05-10 10:13:05.900,,,19963.11266000941,,,,-7685.510167472342,
2013-05-10 10:13:06.900,,,,,,,,
2013-05-10 10:13:07.900,,,,,,,,
2013-05-10 10:13:08.900,,,,,,,,
2013-05-10 10:13:09.900,,,,,,,,
2013-05-10 10:13:10.900,,,,,,,,
2013-05-10 10:13:11.900,,,,,,,,
2013-05-10 10:13:12.900,,,,,,,,
