Time,TIME,SIGNAL
2013-05-21 09:36:41,2013-05-21 09:36:41.900,1.0
2013-05-21 09:36:42,2013-05-21 09:36:42.900,1.0
2013-05-21 09:36:43,2013-05-21 09:36:43.900,1.0
2013-05-21 09:36:44,2013-05-21 09:36:44.900,1.0
2013-05-21 09:36:45,2013-05-21 09:36:45.900,1.0
2013-05-21 09:36:46,2013-05-21 09:36:46.900,1.0
2013-05-21 09:36:47,2013-05-21 09:36:47.900,1.0
2013-05-21 09:38:02,2013-05-21 09:38:02.900,-1.0
2013-05-21 09:38:03,2013-05-21 09:38:03.900,-1.0
2013-05-21 09:38:04,2013-05-21 09:38:04.900,-1.0
2013-05-21 09:38:05,2013-05-21 09:38:05.900,-1.0
2013-05-21 09:38:06,2013-05-21 09:38:06.900,-1.0
2013-05-21 09:38:07,2013-05-21 09:38:07.900,-1.0
2013-05-21 09:38:08,2013-05-21 09:38:08.900,-1.0
2013-05-21 09:38:09,2013-05-21 09:38:09.900,-1.0
2013-05-21 09:38:10,2013-05-21 09:38:10.900,-1.0
2013-05-21 09:38:11,2013-05-21 09:38:11.900,-1.0
2013-05-21 09:38:12,2013-05-21 09:38:12.900,-1.0
2013-05-21 09:38:13,2013-05-21 09:38:13.900,-1.0
2013-05-21 09:38:14,2013-05-21 09:38:14.900,-1.0
2013-05-21 09:38:15,2013-05-21 09:38:15.900,-1.0
2013-05-21 09:38:16,2013-05-21 09:38:16.900,-1.0
2013-05-21 09:38:17,2013-05-21 09:38:17.900,-1.0
2013-05-21 09:38:18,2013-05-21 09:38:18.900,-1.0
2013-05-21 09:38:19,2013-05-21 09:38:19.900,-1.0
2013-05-21 09:38:20,2013-05-21 09:38:20.900,-1.0
2013-05-21 09:38:21,2013-05-21 09:38:21.900,-1.0
2013-05-21 09:55:48,2013-05-21 09:55:48.900,-1.0
2013-05-21 09:55:49,2013-05-21 09:55:49.900,-1.0
2013-05-21 09:55:50,2013-05-21 09:55:50.900,-1.0
2013-05-21 09:55:51,2013-05-21 09:55:51.900,-1.0
2013-05-21 09:55:52,2013-05-21 09:55:52.900,-1.0
2013-05-21 09:55:53,2013-05-21 09:55:53.900,-1.0
2013-05-21 09:55:54,2013-05-21 09:55:54.900,-1.0
2013-05-21 09:55:55,2013-05-21 09:55:55.900,-1.0
2013-05-21 09:55:56,2013-05-21 09:55:56.900,-1.0
2013-05-21 09:55:57,2013-05-21 09:55:57.900,-1.0
2013-05-21 09:55:58,2013-05-21 09:55:58.900,-1.0
2013-05-21 09:55:59,2013-05-21 09:55:59.900,-1.0
2013-05-21 09:56:00,2013-05-21 09:56:00.900,-1.0
2013-05-21 09:56:01,2013-05-21 09:56:01.900,-1.0
2013-05-21 09:56:02,2013-05-21 09:56:02.900,-1.0
2013-05-21 09:56:03,2013-05-21 09:56:03.900,-1.0
2013-05-21 09:56:42,2013-05-21 09:56:42.900,-1.0
2013-05-21 09:56:43,2013-05-21 09:56:43.900,-1.0
2013-05-21 09:56:44,2013-05-21 09:56:44.900,-1.0
2013-05-21 09:56:45,2013-05-21 09:56:45.900,-1.0
2013-05-21 09:56:46,2013-05-21 09:56:46.900,-1.0
2013-05-21 09:56:47,2013-05-21 09:56:47.900,-1.0
2013-05-21 09:56:48,2013-05-21 09:56:48.900,-1.0
2013-05-21 09:56:49,2013-05-21 09:56:49.900,-1.0
2013-05-21 09:56:50,2013-05-21 09:56:50.900,-1.0
2013-05-21 09:56:51,2013-05-21 09:56:51.900,-1.0
2013-05-21 09:56:52,2013-05-21 09:56:52.900,-1.0
2013-05-21 09:56:53,2013-05-21 09:56:53.900,-1.0
2013-05-21 09:56:54,2013-05-21 09:56:54.900,-1.0
2013-05-21 09:56:55,2013-05-21 09:56:55.900,-1.0
2013-05-21 09:56:56,2013-05-21 09:56:56.900,-1.0
2013-05-21 09:56:57,2013-05-21 09:56:57.900,-1.0
2013-05-21 09:56:58,2013-05-21 09:56:58.900,-1.0
2013-05-21 09:56:59,2013-05-21 09:56:59.900,-1.0
2013-05-21 09:57:00,2013-05-21 09:57:00.900,-1.0
2013-05-21 09:57:01,2013-05-21 09:57:01.900,-1.0
2013-05-21 09:57:02,2013-05-21 09:57:02.900,-1.0
2013-05-21 09:57:03,2013-05-21 09:57:03.900,-1.0
2013-05-21 09:57:04,2013-05-21 09:57:04.900,-1.0
2013-05-21 09:57:05,2013-05-21 09:57:05.900,-1.0
2013-05-21 09:57:06,2013-05-21 09:57:06.900,-1.0
2013-05-21 10:00:44,2013-05-21 10:00:44.900,-1.0
2013-05-21 10:00:45,2013-05-21 10:00:45.900,-1.0
2013-05-21 10:00:46,2013-05-21 10:00:46.900,-1.0
2013-05-21 10:00:47,2013-05-21 10:00:47.900,-1.0
2013-05-21 10:00:48,2013-05-21 10:00:48.900,-1.0
2013-05-21 10:00:49,2013-05-21 10:00:49.900,-1.0
2013-05-21 10:00:50,2013-05-21 10:00:50.900,-1.0
2013-05-21 10:00:51,2013-05-21 10:00:51.900,-1.0
2013-05-21 10:00:52,2013-05-21 10:00:52.900,-1.0
2013-05-21 10:00:53,2013-05-21 10:00:53.900,-1.0
2013-05-21 10:00:54,2013-05-21 10:00:54.900,-1.0
2013-05-21 10:00:55,2013-05-21 10:00:55.900,-1.0
2013-05-21 10:00:56,2013-05-21 10:00:56.900,-1.0
2013-05-21 10:00:57,2013-05-21 10:00:57.900,-1.0
2013-05-21 10:00:58,2013-05-21 10:00:58.900,-1.0
2013-05-21 10:00:59,2013-05-21 10:00:59.900,-1.0
2013-05-21 10:01:00,2013-05-21 10:01:00.900,-1.0
2013-05-21 10:01:01,2013-05-21 10:01:01.900,-1.0
2013-05-21 10:01:02,2013-05-21 10:01:02.900,-1.0
2013-05-21 10:02:17,2013-05-21 10:02:17.900,1.0
2013-05-21 10:02:18,2013-05-21 10:02:18.900,1.0
2013-05-21 10:02:19,2013-05-21 10:02:19.900,1.0
2013-05-21 10:02:20,2013-05-21 10:02:20.900,1.0
2013-05-21 10:02:21,2013-05-21 10:02:21.900,1.0
2013-05-21 10:02:22,2013-05-21 10:02:22.900,1.0
2013-05-21 10:02:23,2013-05-21 10:02:23.900,1.0
2013-05-21 10:02:24,2013-05-21 10:02:24.900,1.0
2013-05-21 10:02:25,2013-05-21 10:02:25.900,1.0
2013-05-21 10:02:26,2013-05-21 10:02:26.900,1.0
2013-05-21 10:02:27,2013-05-21 10:02:27.900,1.0
2013-05-21 10:02:28,2013-05-21 10:02:28.900,1.0
2013-05-21 10:02:29,2013-05-21 10:02:29.900,1.0
2013-05-21 10:02:30,2013-05-21 10:02:30.900,1.0
2013-05-21 10:02:31,2013-05-21 10:02:31.900,1.0
2013-05-21 10:02:32,2013-05-21 10:02:32.900,1.0
2013-05-21 10:02:33,2013-05-21 10:02:33.900,1.0
2013-05-21 10:02:34,2013-05-21 10:02:34.900,1.0
2013-05-21 10:02:35,2013-05-21 10:02:35.900,1.0
2013-05-21 10:02:36,2013-05-21 10:02:36.900,1.0
2013-05-21 10:02:37,2013-05-21 10:02:37.900,1.0
2013-05-21 10:02:38,2013-05-21 10:02:38.900,1.0
2013-05-21 10:02:39,2013-05-21 10:02:39.900,1.0
2013-05-21 10:02:40,2013-05-21 10:02:40.900,1.0
2013-05-21 10:02:41,2013-05-21 10:02:41.900,1.0
2013-05-21 10:02:42,2013-05-21 10:02:42.900,1.0
2013-05-21 10:19:39,2013-05-21 10:19:39.900,-1.0
2013-05-21 10:19:40,2013-05-21 10:19:40.900,-1.0
2013-05-21 10:19:41,2013-05-21 10:19:41.900,-1.0
2013-05-21 10:19:42,2013-05-21 10:19:42.900,-1.0
2013-05-21 10:19:43,2013-05-21 10:19:43.900,-1.0
2013-05-21 10:19:44,2013-05-21 10:19:44.900,-1.0
2013-05-21 10:19:45,2013-05-21 10:19:45.900,-1.0
2013-05-21 10:19:46,2013-05-21 10:19:46.900,-1.0
2013-05-21 10:19:47,2013-05-21 10:19:47.900,-1.0
2013-05-21 10:19:48,2013-05-21 10:19:48.900,-1.0
2013-05-21 10:19:49,2013-05-21 10:19:49.900,-1.0
2013-05-21 10:19:50,2013-05-21 10:19:50.900,-1.0
2013-05-21 10:19:51,2013-05-21 10:19:51.900,-1.0
2013-05-21 10:23:07,2013-05-21 10:23:07.900,-1.0
2013-05-21 10:23:08,2013-05-21 10:23:08.900,-1.0
2013-05-21 10:23:09,2013-05-21 10:23:09.900,-1.0
2013-05-21 10:23:10,2013-05-21 10:23:10.900,-1.0
2013-05-21 10:23:11,2013-05-21 10:23:11.900,-1.0
2013-05-21 10:23:12,2013-05-21 10:23:12.900,-1.0
2013-05-21 10:23:13,2013-05-21 10:23:13.900,-1.0
2013-05-21 10:23:14,2013-05-21 10:23:14.900,-1.0
2013-05-21 10:23:15,2013-05-21 10:23:15.900,-1.0
2013-05-21 10:23:16,2013-05-21 10:23:16.900,-1.0
2013-05-21 10:23:17,2013-05-21 10:23:17.900,-1.0
2013-05-21 10:23:18,2013-05-21 10:23:18.900,-1.0
2013-05-21 10:23:19,2013-05-21 10:23:19.900,-1.0
2013-05-21 10:23:20,2013-05-21 10:23:20.900,-1.0
2013-05-21 10:23:21,2013-05-21 10:23:21.900,-1.0
2013-05-21 10:23:22,2013-05-21 10:23:22.900,-1.0
2013-05-21 10:23:23,2013-05-21 10:23:23.900,-1.0
2013-05-21 10:23:24,2013-05-21 10:23:24.900,-1.0
2013-05-21 10:23:25,2013-05-21 10:23:25.900,-1.0
2013-05-21 10:23:26,2013-05-21 10:23:26.900,-1.0
2013-05-21 10:23:27,2013-05-21 10:23:27.900,-1.0
2013-05-21 10:23:28,2013-05-21 10:23:28.900,-1.0
2013-05-21 10:23:29,2013-05-21 10:23:29.900,-1.0
2013-05-21 10:23:30,2013-05-21 10:23:30.900,-1.0
2013-05-21 10:23:31,2013-05-21 10:23:31.900,-1.0
2013-05-21 10:23:32,2013-05-21 10:23:32.900,-1.0
2013-05-21 10:23:33,2013-05-21 10:23:33.900,-1.0
2013-05-21 10:23:34,2013-05-21 10:23:34.900,-1.0
2013-05-21 10:23:35,2013-05-21 10:23:35.900,-1.0
2013-05-21 10:23:36,2013-05-21 10:23:36.900,-1.0
2013-05-21 10:23:37,2013-05-21 10:23:37.900,-1.0
2013-05-21 10:23:38,2013-05-21 10:23:38.900,-1.0
2013-05-21 10:25:26,2013-05-21 10:25:26.900,1.0
2013-05-21 10:25:27,2013-05-21 10:25:27.900,1.0
2013-05-21 10:25:28,2013-05-21 10:25:28.900,1.0
2013-05-21 10:25:29,2013-05-21 10:25:29.900,1.0
2013-05-21 10:25:30,2013-05-21 10:25:30.900,1.0
2013-05-21 10:25:31,2013-05-21 10:25:31.900,1.0
2013-05-21 10:25:32,2013-05-21 10:25:32.900,1.0
2013-05-21 10:25:33,2013-05-21 10:25:33.900,1.0
2013-05-21 10:25:34,2013-05-21 10:25:34.900,1.0
2013-05-21 10:25:35,2013-05-21 10:25:35.900,1.0
2013-05-21 10:25:36,2013-05-21 10:25:36.900,1.0
2013-05-21 10:25:37,2013-05-21 10:25:37.900,1.0
2013-05-21 10:25:38,2013-05-21 10:25:38.900,1.0
2013-05-21 10:25:39,2013-05-21 10:25:39.900,1.0
