,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2017-05-01 12:13:07.900,,,,,,
2017-05-01 12:13:08.900,,,,,,
2017-05-01 12:13:09.900,,,,,,
2017-05-01 12:13:10.900,,,,,,
2017-05-01 12:13:11.900,,,,,,
2017-05-01 12:13:12.900,,,,,,
2017-05-01 12:13:13.900,,,,,,
2017-05-01 12:13:14.900,,,,,,
2017-05-01 12:29:25.900,,,,,,
2017-05-01 12:29:26.900,,,,,,
2017-05-01 12:29:27.900,,,,,,
2017-05-01 12:29:28.900,,,,,,
2017-05-01 12:29:29.900,,,,,,
2017-05-01 12:29:30.900,,,,,,
2017-05-01 12:29:31.900,,,,,,
2017-05-01 12:29:32.900,,,,,,
2017-05-01 12:29:33.900,,,,,,
2017-05-01 12:29:34.900,,,,,,
2017-05-01 12:29:35.900,,,,,,
2017-05-01 12:29:36.900,,,,,,
2017-05-01 12:29:37.900,,,,,,
2017-05-01 12:29:38.900,,,,,,
2017-05-01 12:29:39.900,,,,,,
2017-05-01 12:29:40.900,,,,,,
2017-05-01 12:29:41.900,,,,,,
2017-05-01 12:29:42.900,,,,,,
2017-05-01 12:29:43.900,,,,,,
2017-05-01 12:29:44.900,,,,,,
2017-05-01 12:29:45.900,,,,,,
2017-05-01 12:29:46.900,,,,,,
2017-05-01 12:29:47.900,,,,,,
2017-05-01 12:29:48.900,,,,,,
2017-05-01 12:29:49.900,,,,,,
2017-05-01 12:34:18.900,,,,,,
2017-05-01 12:34:19.900,,,,,,
2017-05-01 12:34:20.900,,,,,,
2017-05-01 12:34:21.900,,,,,,
2017-05-01 12:34:22.900,,,,,,
2017-05-01 12:34:23.900,,,,,,
2017-05-01 12:34:24.900,,,,,,
2017-05-01 12:34:25.900,,,,,,
2017-05-01 12:34:26.900,,,,,,
2017-05-01 12:51:24.900,9944.52460167655,,,0,,
2017-05-01 12:51:25.900,0,9941.676851714998,,143.5410594930218,0,
2017-05-01 12:51:26.900,,9941.676851714998,,,0,
2017-05-01 12:51:27.900,,9941.676851714998,,,0,
2017-05-01 12:51:28.900,,9944.592299472097,,,0,
2017-05-01 12:51:29.900,,9946.050023350648,,,0,
2017-05-01 12:51:30.900,,9947.5077472292,,,0,
2017-05-01 12:51:31.900,,9946.050023350648,,,0,
2017-05-01 12:51:32.900,,9946.050023350648,,,0,
2017-05-01 12:51:33.900,,9946.050023350648,,,0,
2017-05-01 12:51:34.900,,9946.050023350648,9947.49819039902,,0,0
2017-05-01 12:51:35.900,,9946.050023350648,9947.49819039902,,0,0
2017-05-01 13:08:17.900,9954.572475841062,,,0,,
2017-05-01 13:08:18.900,19909.144951682123,19889.184598944194,,-143.5410594930218,-143.39714923535828,
2017-05-01 13:08:19.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:20.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:21.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:22.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:23.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:24.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:25.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:26.900,,19889.184598944194,,,-143.39714923535828,
2017-05-01 13:08:27.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:28.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:29.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:30.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:31.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:32.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:33.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:34.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:35.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:36.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:37.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:38.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:39.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:40.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:41.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:42.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:43.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:44.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:45.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:46.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:47.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:48.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:49.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:50.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:51.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:52.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:53.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:54.900,,19889.184598944194,9958.964649636246,,-143.39714923535828,0
2017-05-01 13:08:55.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:08:56.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:08:57.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:08:58.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:08:59.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:09:00.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:09:01.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:09:02.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:09:03.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:09:04.900,,19889.184598944194,9960.400693565536,,-143.37647490588375,0
2017-05-01 13:09:05.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:06.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:07.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:08.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:09.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:10.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:11.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:12.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:13.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:14.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:15.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:16.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:17.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:18.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:19.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:20.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:21.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:22.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:23.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:24.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:25.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:26.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:27.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:28.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:29.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:30.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:31.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:32.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:33.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:34.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:35.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:09:36.900,,19889.184598944194,9961.836737494828,,-143.35580653700586,0
2017-05-01 13:19:55.900,,,,,,
2017-05-01 13:19:56.900,,,,,,
2017-05-01 13:19:57.900,,,,,,
2017-05-01 13:19:58.900,,,,,,
2017-05-01 13:19:59.900,,,,,,
2017-05-01 13:20:00.900,,,,,,
2017-05-01 13:20:01.900,,,,,,
2017-05-01 13:20:02.900,,,,,,
2017-05-01 13:20:03.900,,,,,,
2017-05-01 13:20:04.900,,,,,,
2017-05-01 13:20:05.900,,,,,,
2017-05-01 13:20:06.900,,,,,,
2017-05-01 13:20:07.900,,,,,,
2017-05-01 13:20:08.900,,,,,,
2017-05-01 13:20:09.900,,,,,,
2017-05-01 13:20:10.900,,,,,,
2017-05-01 13:20:11.900,,,,,,
2017-05-01 13:20:12.900,,,,,,
2017-05-01 13:20:13.900,,,,,,
2017-05-01 13:20:14.900,,,,,,
2017-05-01 13:20:15.900,,,,,,
2017-05-01 13:20:16.900,,,,,,
2017-05-01 13:20:17.900,,,,,,
2017-05-01 13:20:18.900,,,,,,
2017-05-01 13:20:19.900,,,,,,
2017-05-01 13:20:20.900,,,,,,
2017-05-01 13:20:21.900,,,,,,
2017-05-01 13:20:22.900,,,,,,
2017-05-01 13:20:23.900,,,,,,
2017-05-01 13:20:24.900,,,,,,
2017-05-01 13:20:25.900,,,,,,
2017-05-01 13:20:26.900,,,,,,
2017-05-01 13:20:27.900,,,,,,
2017-05-01 13:20:28.900,,,,,,
2017-05-01 13:20:29.900,,,,,,
2017-05-01 13:20:30.900,,,,,,
2017-05-01 13:20:31.900,,,,,,
2017-05-01 13:20:32.900,,,,,,
2017-05-01 13:20:33.900,,,,,,
2017-05-01 13:20:34.900,,,,,,
2017-05-01 13:20:35.900,,,,,,
2017-05-01 13:20:36.900,,,,,,
2017-05-01 13:20:37.900,,,,,,
2017-05-01 13:20:38.900,,,,,,
2017-05-01 13:20:39.900,,,,,,
2017-05-01 13:20:40.900,,,,,,
2017-05-01 13:20:41.900,,,,,,
2017-05-01 13:20:42.900,,,,,,
2017-05-01 13:20:43.900,,,,,,
2017-05-01 13:20:44.900,,,,,,
2017-05-01 13:20:45.900,,,,,,
2017-05-01 13:20:46.900,,,,,,
2017-05-01 13:20:47.900,,,,,,
2017-05-01 13:20:48.900,,,,,,
2017-05-01 13:20:49.900,,,,,,
2017-05-01 13:20:50.900,,,,,,
2017-05-01 13:20:51.900,,,,,,
2017-05-01 13:20:52.900,,,,,,
2017-05-01 13:20:53.900,,,,,,
2017-05-01 13:20:54.900,,,,,,
2017-05-01 13:20:55.900,,,,,,
2017-05-01 13:20:56.900,,,,,,
2017-05-01 13:20:57.900,,,,,,
2017-05-01 13:20:58.900,,,,,,
2017-05-01 13:20:59.900,,,,,,
2017-05-01 13:21:00.900,,,,,,
2017-05-01 13:21:01.900,,,,,,
2017-05-01 13:21:02.900,,,,,,
2017-05-01 13:24:45.900,,,,,,
2017-05-01 13:24:46.900,,,,,,
2017-05-01 13:24:47.900,,,,,,
2017-05-01 13:24:48.900,,,,,,
2017-05-01 13:24:49.900,,,,,,
2017-05-01 13:24:50.900,,,,,,
2017-05-01 13:24:51.900,,,,,,
2017-05-01 13:24:52.900,,,,,,
2017-05-01 13:24:53.900,,,,,,
2017-05-01 13:24:54.900,,,,,,
2017-05-01 13:24:55.900,,,,,,
2017-05-01 13:24:56.900,,,,,,
2017-05-01 13:24:57.900,,,,,,
2017-05-01 13:24:58.900,,,,,,
2017-05-01 13:24:59.900,,,,,,
2017-05-01 13:25:00.900,,,,,,
2017-05-01 13:25:01.900,,,,,,
2017-05-01 13:25:02.900,,,,,,
2017-05-01 13:25:03.900,,,,,,
2017-05-01 13:25:04.900,,,,,,
2017-05-01 13:25:05.900,,,,,,
2017-05-01 13:25:06.900,,,,,,
2017-05-01 13:25:07.900,,,,,,
2017-05-01 13:25:08.900,,,,,,
2017-05-01 13:25:09.900,,,,,,
2017-05-01 13:26:52.900,,,,,,
2017-05-01 13:26:53.900,,,,,,
2017-05-01 13:26:54.900,,,,,,
2017-05-01 13:26:55.900,,,,,,
2017-05-01 13:30:42.900,,,,,,
2017-05-01 13:30:43.900,,,,,,
2017-05-01 13:30:44.900,,,,,,
2017-05-01 13:30:45.900,,,,,,
2017-05-01 13:30:46.900,,,,,,
2017-05-01 13:30:47.900,,,,,,
2017-05-01 13:30:48.900,,,,,,
2017-05-01 13:30:49.900,,,,,,
2017-05-01 13:30:50.900,,,,,,
2017-05-01 13:30:51.900,,,,,,
2017-05-01 13:30:52.900,,,,,,
2017-05-01 13:31:52.900,,,,,,
2017-05-01 13:36:12.900,9947.39542286641,,,0,,
2017-05-01 13:36:30.900,0,,,143.37554659651786,,
2017-05-01 13:36:31.900,,0,,,143.25248256667427,
2017-05-01 13:36:32.900,,0,,,143.25248256667427,
2017-05-01 13:36:33.900,,0,,,143.25248256667427,
2017-05-01 13:36:34.900,,0,,,143.25248256667427,
2017-05-01 13:36:35.900,,0,,,143.2731330614943,
2017-05-01 13:36:36.900,,0,,,143.2731330614943,
2017-05-01 13:36:37.900,,0,,,143.2731330614943,
2017-05-01 13:36:38.900,,0,,,143.29378951089762,
2017-05-01 13:36:39.900,,0,,,143.29378951089762,
2017-05-01 13:36:40.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:41.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:42.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:43.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:44.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:45.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:46.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:47.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:48.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:49.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:50.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:51.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:52.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:53.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:54.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:55.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:56.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:57.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:58.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:36:59.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:37:00.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:37:01.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:37:02.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:37:03.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:37:04.900,,0,0,,143.29378951089762,143.52157609354626
2017-05-01 13:50:07.900,,,,,,
2017-05-01 13:50:08.900,,,,,,
2017-05-01 13:50:09.900,,,,,,
2017-05-01 13:50:10.900,,,,,,
2017-05-01 13:50:11.900,,,,,,
2017-05-01 13:50:12.900,,,,,,
2017-05-01 13:50:13.900,,,,,,
2017-05-01 13:50:14.900,,,,,,
2017-05-01 13:50:15.900,,,,,,
2017-05-01 13:50:16.900,,,,,,
2017-05-01 13:50:17.900,,,,,,
2017-05-01 13:50:18.900,,,,,,
2017-05-01 13:50:19.900,,,,,,
2017-05-01 13:50:20.900,,,,,,
2017-05-01 13:50:21.900,,,,,,
2017-05-01 13:50:22.900,,,,,,
2017-05-01 13:50:23.900,,,,,,
2017-05-01 13:50:24.900,,,,,,
2017-05-01 13:50:25.900,,,,,,
2017-05-01 13:50:26.900,,,,,,
2017-05-01 13:50:27.900,,,,,,
2017-05-01 13:50:28.900,,,,,,
2017-05-01 13:50:29.900,,,,,,
2017-05-01 13:50:30.900,,,,,,
2017-05-01 13:50:31.900,,,,,,
2017-05-01 13:50:32.900,,,,,,
2017-05-01 13:50:33.900,,,,,,
2017-05-01 13:50:34.900,,,,,,
2017-05-01 13:50:35.900,,,,,,
2017-05-01 13:50:36.900,,,,,,
2017-05-01 13:50:37.900,,,,,,
2017-05-01 13:50:38.900,,,,,,
2017-05-01 13:50:39.900,,,,,,
2017-05-01 13:50:40.900,,,,,,
2017-05-01 13:50:41.900,,,,,,
2017-05-01 13:50:42.900,,,,,,
2017-05-01 13:50:43.900,,,,,,
2017-05-01 13:50:44.900,,,,,,
2017-05-01 13:50:45.900,,,,,,
2017-05-01 13:50:46.900,,,,,,
2017-05-01 13:50:47.900,,,,,,
2017-05-01 13:50:48.900,,,,,,
2017-05-01 13:50:49.900,,,,,,
2017-05-01 13:50:50.900,,,,,,
2017-05-01 13:50:51.900,,,,,,
2017-05-01 13:50:52.900,,,,,,
2017-05-01 13:50:53.900,,,,,,
2017-05-01 13:50:54.900,,,,,,
2017-05-01 13:50:55.900,,,,,,
2017-05-01 13:50:56.900,,,,,,
2017-05-01 13:50:57.900,,,,,,
2017-05-01 13:50:58.900,,,,,,
2017-05-01 13:50:59.900,,,,,,
2017-05-01 13:51:00.900,,,,,,
2017-05-01 13:51:01.900,,,,,,
2017-05-01 13:51:02.900,,,,,,
2017-05-01 13:51:03.900,,,,,,
2017-05-01 13:51:04.900,,,,,,
2017-05-01 13:51:05.900,,,,,,
2017-05-01 13:51:06.900,,,,,,
2017-05-01 13:51:07.900,,,,,,
2017-05-01 13:51:08.900,,,,,,
2017-05-01 13:51:09.900,,,,,,
2017-05-01 13:51:10.900,,,,,,
2017-05-01 13:51:11.900,,,,,,
2017-05-01 13:51:12.900,,,,,,
2017-05-01 13:51:13.900,,,,,,
2017-05-01 13:51:14.900,,,,,,
2017-05-01 13:51:15.900,,,,,,
2017-05-01 13:51:16.900,,,,,,
2017-05-01 13:51:17.900,,,,,,
2017-05-01 13:51:18.900,,,,,,
2017-05-01 13:51:19.900,,,,,,
2017-05-01 13:51:20.900,,,,,,
2017-05-01 13:51:21.900,,,,,,
2017-05-01 13:51:22.900,,,,,,
2017-05-01 13:51:23.900,,,,,,
2017-05-01 13:51:24.900,,,,,,
2017-05-01 13:51:25.900,,,,,,
2017-05-01 13:51:26.900,,,,,,
2017-05-01 13:51:27.900,,,,,,
2017-05-01 13:51:28.900,,,,,,
2017-05-01 13:51:29.900,,,,,,
2017-05-01 13:51:30.900,,,,,,
2017-05-01 13:51:31.900,,,,,,
2017-05-01 13:51:32.900,,,,,,
2017-05-01 13:51:33.900,,,,,,
2017-05-01 13:51:34.900,,,,,,
2017-05-01 13:51:35.900,,,,,,
2017-05-01 13:51:36.900,,,,,,
2017-05-01 13:51:37.900,,,,,,
2017-05-01 13:51:38.900,,,,,,
2017-05-01 13:51:39.900,,,,,,
2017-05-01 13:51:40.900,,,,,,
2017-05-01 13:51:41.900,,,,,,
2017-05-01 13:51:42.900,,,,,,
2017-05-01 13:51:43.900,,,,,,
2017-05-01 13:51:44.900,,,,,,
2017-05-01 13:51:45.900,,,,,,
2017-05-01 13:51:46.900,,,,,,
2017-05-01 14:00:04.900,9945.961667400445,,,0,,
2017-05-01 14:00:05.900,19891.92333480089,9938.85724047586,,-143.37554659651786,0,
2017-05-01 14:00:06.900,,9938.85724047586,,,0,
2017-05-01 14:00:07.900,,9938.85724047586,,,0,
2017-05-01 14:00:08.900,,9938.85724047586,,,0,
2017-05-01 14:00:09.900,,9938.85724047586,,,0,
2017-05-01 14:00:10.900,,9938.85724047586,,,0,
2017-05-01 14:08:10.900,,,,,,
2017-05-01 14:08:11.900,,19874.84901829049,,,-143.2731330614943,
2017-05-01 14:08:12.900,,19874.84901829049,,,-143.2731330614943,
2017-05-01 14:08:13.900,,19874.84901829049,,,-143.2731330614943,
2017-05-01 14:08:14.900,,19874.84901829049,,,-143.2731330614943,
2017-05-01 14:08:15.900,,19874.84901829049,,,-143.2731330614943,
2017-05-01 14:18:43.900,,,,,,
2017-05-01 14:18:44.900,,,,,,
2017-05-01 14:18:45.900,,,,,,
2017-05-01 14:18:46.900,,,,,,
2017-05-01 14:18:47.900,,,,,,
2017-05-01 14:18:48.900,,,,,,
2017-05-01 14:18:49.900,,,,,,
2017-05-01 14:18:50.900,,,,,,
2017-05-01 14:18:51.900,,,,,,
2017-05-01 14:18:52.900,,,,,,
2017-05-01 14:18:53.900,,,,,,
2017-05-01 14:18:54.900,,,,,,
2017-05-01 14:18:55.900,,,,,,
2017-05-01 14:18:56.900,,,,,,
2017-05-01 14:18:57.900,,,,,,
2017-05-01 14:18:58.900,,,,,,
2017-05-01 14:18:59.900,,,,,,
2017-05-01 14:19:00.900,,,,,,
2017-05-01 14:19:01.900,,,,,,
2017-05-01 14:19:02.900,,,,,,
2017-05-01 14:19:03.900,,,,,,
2017-05-01 14:19:04.900,,,,,,
2017-05-01 14:19:05.900,,,,,,
2017-05-01 14:19:06.900,,,,,,
2017-05-01 14:19:07.900,,,,,,
2017-05-01 14:19:08.900,,,,,,
2017-05-01 14:19:09.900,,,,,,
2017-05-01 14:19:10.900,,,,,,
2017-05-01 14:19:11.900,,,,,,
2017-05-01 14:19:12.900,,,,,,
2017-05-01 14:19:13.900,,,,,,
2017-05-01 14:19:14.900,,,,,,
2017-05-01 14:19:15.900,,,,,,
2017-05-01 14:19:16.900,,,,,,
2017-05-01 14:19:17.900,,,,,,
2017-05-01 14:19:18.900,,,,,,
2017-05-01 14:19:19.900,,,,,,
2017-05-01 14:19:20.900,,,,,,
2017-05-01 14:19:21.900,,,,,,
2017-05-01 14:19:22.900,,,,,,
2017-05-01 14:19:23.900,,,,,,
2017-05-01 14:19:24.900,,,,,,
2017-05-01 14:19:25.900,,,,,,
2017-05-01 14:19:26.900,,,,,,
2017-05-01 14:19:27.900,,,,,,
2017-05-01 14:19:28.900,,,,,,
2017-05-01 14:19:29.900,,,,,,
2017-05-01 14:19:30.900,,,,,,
2017-05-01 14:19:31.900,,,,,,
2017-05-01 14:19:32.900,,,,,,
2017-05-01 14:19:33.900,,,,,,
2017-05-01 14:19:34.900,,,,,,
2017-05-01 14:19:35.900,,,,,,
2017-05-01 14:19:36.900,,,,,,
2017-05-01 14:19:37.900,,,,,,
2017-05-01 14:19:38.900,,,,,,
2017-05-01 14:19:39.900,,,,,,
2017-05-01 14:19:40.900,,,,,,
2017-05-01 14:19:41.900,,,,,,
2017-05-01 14:19:42.900,,,,,,
2017-05-01 14:19:43.900,,,,,,
2017-05-01 14:19:44.900,,,,,,
2017-05-01 14:19:45.900,,,,,,
2017-05-01 14:19:46.900,,,,,,
2017-05-01 14:19:47.900,,,,,,
2017-05-01 14:19:48.900,,,,,,
2017-05-01 14:19:49.900,,,,,,
2017-05-01 14:19:50.900,,,,,,
2017-05-01 14:19:51.900,,,,,,
2017-05-01 14:19:52.900,,,,,,
2017-05-01 14:19:53.900,,,,,,
2017-05-01 14:19:54.900,,,,,,
2017-05-01 14:19:55.900,,,,,,
2017-05-01 14:19:56.900,,,,,,
2017-05-01 14:19:57.900,,,,,,
2017-05-01 14:19:58.900,,,,,,
2017-05-01 14:19:59.900,,,,,,
2017-05-01 14:20:00.900,,,,,,
2017-05-01 14:20:01.900,,,,,,
2017-05-01 14:20:02.900,,,,,,
2017-05-01 14:20:03.900,,,,,,
2017-05-01 14:20:04.900,,,,,,
2017-05-01 14:20:05.900,,,,,,
2017-05-01 14:20:06.900,,,,,,
2017-05-01 14:20:07.900,,,,,,
2017-05-01 14:20:08.900,,,,,,
2017-05-01 14:20:09.900,,,,,,
2017-05-01 14:20:10.900,,,,,,
2017-05-01 14:20:11.900,,,,,,
2017-05-01 14:28:04.900,,,,,,
2017-05-01 14:28:05.900,,,,,,
2017-05-01 14:28:06.900,,,,,,
2017-05-01 14:28:07.900,,,,,,
2017-05-01 14:28:08.900,,,,,,
2017-05-01 14:28:09.900,,,,,,
2017-05-01 14:28:10.900,,,,,,
2017-05-01 14:28:11.900,,,,,,
2017-05-01 14:28:12.900,,,,,,
2017-05-01 14:28:13.900,,,,,,
2017-05-01 14:28:14.900,,,,,,
2017-05-01 14:28:15.900,,,,,,
2017-05-01 14:28:16.900,,,,,,
2017-05-01 14:28:17.900,,,,,,
2017-05-01 14:28:18.900,,,,,,
2017-05-01 14:28:19.900,,,,,,
2017-05-01 14:28:20.900,,,,,,
2017-05-01 14:28:21.900,,,,,,
2017-05-01 14:28:22.900,,,,,,
2017-05-01 14:28:23.900,,,,,,
2017-05-01 14:28:24.900,,,,,,
2017-05-01 14:28:25.900,,,,,,
2017-05-01 14:28:26.900,,,,,,
2017-05-01 14:28:27.900,,,,,,
2017-05-01 14:28:28.900,,,,,,
2017-05-01 14:28:29.900,,,,,,
2017-05-01 14:28:30.900,,,,,,
2017-05-01 14:28:31.900,,,,,,
2017-05-01 14:28:32.900,,,,,,
2017-05-01 14:28:33.900,,,,,,
2017-05-01 14:28:34.900,,,,,,
2017-05-01 14:28:35.900,,,,,,
2017-05-01 14:28:36.900,,,,,,
2017-05-01 14:28:37.900,,,,,,
2017-05-01 14:28:38.900,,,,,,
2017-05-01 14:28:39.900,,,,,,
2017-05-01 14:28:40.900,,,,,,
2017-05-01 14:28:41.900,,,,,,
2017-05-01 14:28:42.900,,,,,,
2017-05-01 14:28:43.900,,,,,,
2017-05-01 14:28:44.900,,,,,,
2017-05-01 14:28:45.900,,,,,,
2017-05-01 14:28:46.900,,,,,,
2017-05-01 14:28:47.900,,,,,,
2017-05-01 14:28:48.900,,,,,,
2017-05-01 14:28:49.900,,,,,,
2017-05-01 14:28:50.900,,,,,,
2017-05-01 14:28:51.900,,,,,,
2017-05-01 14:28:52.900,,,,,,
2017-05-01 14:28:53.900,,,,,,
2017-05-01 14:28:54.900,,,,,,
2017-05-01 14:28:55.900,,,,,,
2017-05-01 14:28:56.900,,,,,,
2017-05-01 14:28:57.900,,,,,,
2017-05-01 14:28:58.900,,,,,,
2017-05-01 14:28:59.900,,,,,,
2017-05-01 14:29:00.900,,,,,,
2017-05-01 14:29:01.900,,,,,,
2017-05-01 14:29:02.900,,,,,,
2017-05-01 14:29:03.900,,,,,,
