Time,TIME,SIGNAL
2017-05-16 09:43:32,2017-05-16 09:43:32.900,1.0
2017-05-16 09:43:33,2017-05-16 09:43:33.900,1.0
2017-05-16 09:43:34,2017-05-16 09:43:34.900,1.0
2017-05-16 09:43:35,2017-05-16 09:43:35.900,1.0
2017-05-16 09:43:36,2017-05-16 09:43:36.900,1.0
2017-05-16 09:43:37,2017-05-16 09:43:37.900,1.0
2017-05-16 09:43:38,2017-05-16 09:43:38.900,1.0
2017-05-16 09:43:39,2017-05-16 09:43:39.900,1.0
2017-05-16 09:43:40,2017-05-16 09:43:40.900,1.0
2017-05-16 09:43:41,2017-05-16 09:43:41.900,1.0
2017-05-16 09:43:42,2017-05-16 09:43:42.900,1.0
2017-05-16 09:43:43,2017-05-16 09:43:43.900,1.0
2017-05-16 09:43:44,2017-05-16 09:43:44.900,1.0
2017-05-16 09:43:45,2017-05-16 09:43:45.900,1.0
2017-05-16 09:43:46,2017-05-16 09:43:46.900,1.0
2017-05-16 09:43:47,2017-05-16 09:43:47.900,1.0
2017-05-16 09:43:48,2017-05-16 09:43:48.900,1.0
2017-05-16 09:43:49,2017-05-16 09:43:49.900,1.0
2017-05-16 09:43:50,2017-05-16 09:43:50.900,1.0
2017-05-16 09:43:51,2017-05-16 09:43:51.900,1.0
2017-05-16 09:43:52,2017-05-16 09:43:52.900,1.0
2017-05-16 09:43:53,2017-05-16 09:43:53.900,1.0
2017-05-16 09:43:54,2017-05-16 09:43:54.900,1.0
2017-05-16 09:43:55,2017-05-16 09:43:55.900,1.0
2017-05-16 09:43:56,2017-05-16 09:43:56.900,1.0
2017-05-16 09:43:57,2017-05-16 09:43:57.900,1.0
2017-05-16 09:43:58,2017-05-16 09:43:58.900,1.0
2017-05-16 09:43:59,2017-05-16 09:43:59.900,1.0
2017-05-16 09:44:00,2017-05-16 09:44:00.900,1.0
2017-05-16 09:44:01,2017-05-16 09:44:01.900,1.0
2017-05-16 09:44:02,2017-05-16 09:44:02.900,1.0
2017-05-16 09:44:03,2017-05-16 09:44:03.900,1.0
2017-05-16 09:44:04,2017-05-16 09:44:04.900,1.0
2017-05-16 09:44:05,2017-05-16 09:44:05.900,1.0
2017-05-16 09:44:06,2017-05-16 09:44:06.900,1.0
2017-05-16 09:44:07,2017-05-16 09:44:07.900,1.0
2017-05-16 09:44:08,2017-05-16 09:44:08.900,1.0
2017-05-16 09:44:09,2017-05-16 09:44:09.900,1.0
2017-05-16 09:44:10,2017-05-16 09:44:10.900,1.0
2017-05-16 09:44:11,2017-05-16 09:44:11.900,1.0
2017-05-16 09:44:12,2017-05-16 09:44:12.900,1.0
2017-05-16 09:44:13,2017-05-16 09:44:13.900,1.0
2017-05-16 09:44:14,2017-05-16 09:44:14.900,1.0
2017-05-16 09:44:15,2017-05-16 09:44:15.900,1.0
2017-05-16 09:44:16,2017-05-16 09:44:16.900,1.0
2017-05-16 09:44:17,2017-05-16 09:44:17.900,1.0
2017-05-16 09:44:18,2017-05-16 09:44:18.900,1.0
2017-05-16 09:44:19,2017-05-16 09:44:19.900,1.0
2017-05-16 09:44:20,2017-05-16 09:44:20.900,1.0
2017-05-16 09:44:21,2017-05-16 09:44:21.900,1.0
2017-05-16 09:44:22,2017-05-16 09:44:22.900,1.0
2017-05-16 09:44:23,2017-05-16 09:44:23.900,1.0
2017-05-16 09:44:24,2017-05-16 09:44:24.900,1.0
2017-05-16 09:44:25,2017-05-16 09:44:25.900,1.0
