,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2017-05-31 13:36:28.900,,20045.67882646529,,,-142.9587706922357,
2017-05-31 13:36:29.900,,20045.67882646529,,,-142.9587706922357,
2017-05-31 13:36:30.900,,20045.67882646529,,,-142.9587706922357,
2017-05-31 13:36:31.900,,20045.67882646529,,,-142.9587706922357,
2017-05-31 13:36:32.900,,20045.67882646529,,,-142.9587706922357,
2017-05-31 13:36:33.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:34.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:35.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:36.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:37.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:38.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:39.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:40.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:41.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:42.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:43.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:44.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:45.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:46.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:47.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:48.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:49.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:50.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:51.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:52.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:36:53.900,,20045.67882646529,,,-142.93838296110445,
2017-05-31 13:37:58.900,10012.806794920627,,,0,,
2017-05-31 13:37:59.900,0,10031.416939474178,,142.93799849993758,0,
2017-05-31 13:38:00.900,,10031.416939474178,,,0,
2017-05-31 13:55:57.900,,,,,,
2017-05-31 13:55:58.900,,0,,,143.20370290929833,
2017-05-31 14:29:48.900,9998.512995070634,,,0,,
2017-05-31 14:29:49.900,19997.02599014127,10015.669025783292,,-142.93799849993758,0,
2017-05-31 14:29:50.900,,10015.669025783292,,,0,
2017-05-31 14:29:51.900,,10015.669025783292,,,0,
2017-05-31 14:29:52.900,,10015.669025783292,,,0,
2017-05-31 14:29:53.900,,10015.669025783292,,,0,
2017-05-31 14:29:54.900,,10015.669025783292,,,0,
2017-05-31 14:29:55.900,,10015.669025783292,,,0,
2017-05-31 14:29:56.900,,10015.669025783292,,,0,
2017-05-31 14:29:57.900,,10015.669025783292,,,0,
2017-05-31 14:29:58.900,,10017.100858381687,9989.95220480004,,0,0
2017-05-31 14:29:59.900,,10017.100858381687,9989.95220480004,,0,0
2017-05-31 14:30:00.900,,10017.100858381687,9989.95220480004,,0,0
2017-05-31 15:22:52.900,10004.230515010633,,,0,,
2017-05-31 15:22:53.900,0,0,,143.12203884135383,143.2651958967796,
2017-05-31 15:22:54.900,,0,,,143.2651958967796,
2017-05-31 15:22:55.900,,0,,,143.2651958967796,
2017-05-31 15:22:56.900,,0,,,143.2651958967796,
2017-05-31 15:22:57.900,,0,,,143.2651958967796,
2017-05-31 15:22:58.900,,0,,,143.2651958967796,
2017-05-31 15:28:14.900,10014.249057729527,,,0,,
2017-05-31 15:37:19.900,20028.498115459053,,,-143.0607008247075,,
2017-05-31 15:37:20.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:21.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:22.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:23.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:24.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:25.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:26.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:27.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:28.900,,20042.798856679023,,,-143.16284897627872,
2017-05-31 15:37:29.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:30.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:31.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:32.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:33.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:34.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:35.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:36.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:37.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:38.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:39.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:40.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:41.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:42.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:43.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:44.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:45.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:46.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:47.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:48.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:49.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:50.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:51.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:37:52.900,,20042.798856679023,19997.0520889675,,-143.16284897627872,-142.83608634976784
2017-05-31 15:41:10.900,,,,,,
2017-05-31 15:41:11.900,,,,,,
2017-05-31 15:41:12.900,,,,,,
2017-05-31 15:41:13.900,,,,,,
2017-05-31 15:41:14.900,,,,,,
2017-05-31 15:41:15.900,,,,,,
2017-05-31 15:41:16.900,,,,,,
2017-05-31 15:41:17.900,,,,,,
2017-05-31 15:41:18.900,,,,,,
2017-05-31 15:41:19.900,,,,,,
2017-05-31 15:41:20.900,,,,,,
2017-05-31 15:41:21.900,,,,,,
2017-05-31 15:50:26.900,10027.12452080375,,,0,,
2017-05-31 15:50:27.900,0,10032.854092638227,,143.42904478334646,0,
2017-05-31 15:50:28.900,,10032.854092638227,,,0,
2017-05-31 15:50:29.900,,10032.854092638227,,,0,
2017-05-31 15:50:30.900,,10032.854092638227,,,0,
2017-05-31 15:50:31.900,,10032.854092638227,,,0,
2017-05-31 15:50:32.900,,10032.854092638227,,,0,
2017-05-31 15:50:33.900,,10032.854092638227,,,0,
2017-05-31 15:50:34.900,,10032.854092638227,,,0,
2017-05-31 15:50:35.900,,10032.854092638227,,,0,
2017-05-31 15:50:36.900,,10032.854092638227,10011.38129225523,,0,0
2017-05-31 15:50:37.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:38.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:39.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:40.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:41.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:42.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:43.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:44.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:45.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:46.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:47.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:48.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:49.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:50.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:51.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:52.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:53.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:54.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:55.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:56.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:57.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:58.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:50:59.900,,10034.285925675566,10012.809653118726,,0,0
2017-05-31 15:51:55.900,,,,,,
2017-05-31 15:51:56.900,,0,,,143.5726115145711,
2017-05-31 15:51:57.900,,0,,,143.5726115145711,
2017-05-31 15:51:58.900,,0,,,143.5726115145711,
2017-05-31 15:51:59.900,,0,,,143.5726115145711,
2017-05-31 15:54:51.900,,,,,,
2017-05-31 15:54:52.900,,,,,,
2017-05-31 15:54:53.900,,,,,,
2017-05-31 15:54:54.900,,,,,,
2017-05-31 15:54:55.900,,,,,,
2017-05-31 15:54:56.900,,,,,,
2017-05-31 15:54:57.900,,,,,,
2017-05-31 15:54:58.900,,,,,,
2017-05-31 15:54:59.900,,,,,,
2017-05-31 15:55:00.900,,,,,,
2017-05-31 15:55:01.900,,,,,,
2017-05-31 15:55:02.900,,,,,,
2017-05-31 15:55:03.900,,,,,,
2017-05-31 15:55:04.900,,,,,,
2017-05-31 15:55:05.900,,,,,,
2017-05-31 15:55:06.900,,,,,,
2017-05-31 15:55:07.900,,,,,,
2017-05-31 11:00:54.900,,,,,,
2017-05-31 11:11:45.900,,10008.548226243054,,,0,
2017-05-31 12:07:14.900,,20017.09645248611,20017.09401709402,,-142.83642395094984,-142.83640657267034
2017-05-31 12:10:06.900,,,,,,
2017-05-31 12:31:26.900,,10014.261683201092,10014.260464809915,,0,0
2017-05-31 12:46:29.900,,0,,,143.08132137735524,
2017-05-31 12:48:54.900,,,,,,
2017-05-31 12:57:36.900,,10014.261683201092,,,0,
2017-05-31 13:13:38.900,,20028.523366402183,,,-142.87718195464532,
2017-05-31 13:13:47.900,,,,,,
2017-05-31 13:18:54.900,,10015.69045502064,,,0,
2017-05-31 13:19:04.900,,0,,,142.97916424012334,
2017-05-31 13:34:48.900,,10022.839413232645,9999.95356922004,,0,0
2017-05-31 13:36:54.900,,20045.67882646529,,,-142.9587706922357,
2017-05-31 13:38:01.900,,10029.987351767257,,,0,
2017-05-31 13:55:59.900,,0,,,143.18325983964678,
2017-05-31 14:30:01.900,,10014.237193184896,9987.096300796382,,0,0
2017-05-31 15:22:59.900,,0,,,143.24470309233152,
2017-05-31 15:28:15.900,,10021.399428339511,,,0,
2017-05-31 15:37:53.900,,20042.798856679023,19997.0520889675,,-143.18330373395503,-142.85649442039934
2017-05-31 15:41:22.900,,,,,,
