,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_100,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_100,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2013-05-09 09:30:00.100,10000,10000,10000,10000,0,0,0,0
2013-05-09 11:51:55.900,20000,,,,-7631.257631257631,,,
2013-05-09 11:51:56.900,,,20000,,,,-7631.257631257631,
2013-05-09 11:51:57.900,,,,,,,,
2013-05-09 11:51:58.900,,,,,,,,
2013-05-09 12:52:52.900,10000.0,,,,0,,,
2013-05-09 12:52:53.900,0,,10000.0,,7631.257631257631,,0,
2013-05-09 12:52:54.900,,,0,,,,7631.257631257631,
2013-05-09 12:52:55.900,,,,,,,,
2013-05-09 12:52:56.900,,,,,,,,
2013-05-09 12:52:57.900,,,,,,,,
2013-05-09 12:52:58.900,,,,,,,,
2013-05-09 12:52:59.900,,,,,,,,
2013-05-09 12:53:00.900,,,,,,,,
2013-05-09 12:53:01.900,,,,,,,,
2013-05-09 12:53:02.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:03.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:04.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:05.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:06.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:07.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:08.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:09.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:10.900,,,,9999.618422558859,,,,0
2013-05-09 12:53:11.900,,,,9999.618422558859,,,,0
2013-05-09 13:56:08.900,,,,,,,,
2013-05-09 13:56:09.900,,,,,,,,
2013-05-09 16:00:00.000,9944.673382173381,9944.673382173381,9944.673382173381,9942.77622439735,0,0,0,0
2013-05-09 11:51:56.000,,20000,,,,-7631.257631257631,,
2013-05-09 11:51:57.000,,,,,,,,
2013-05-09 11:51:58.000,,,,,,,,
2013-05-09 11:51:59.000,,,,,,,,
2013-05-09 12:52:53.000,,10000.0,,,,0,,
2013-05-09 12:52:54.000,,0,,,,7631.257631257631,,
2013-05-09 12:52:55.000,,,,,,,,
2013-05-09 12:52:56.000,,,,,,,,
2013-05-09 12:52:57.000,,,,,,,,
2013-05-09 12:52:58.000,,,,,,,,
2013-05-09 12:52:59.000,,,,,,,,
2013-05-09 12:53:00.000,,,,,,,,
2013-05-09 12:53:01.000,,,,,,,,
2013-05-09 12:53:02.000,,,,,,,,
2013-05-09 12:53:03.000,,,,,,,,
2013-05-09 12:53:04.000,,,,,,,,
2013-05-09 12:53:05.000,,,,,,,,
2013-05-09 12:53:06.000,,,,,,,,
2013-05-09 12:53:07.000,,,,,,,,
2013-05-09 12:53:08.000,,,,,,,,
2013-05-09 12:53:09.000,,,,,,,,
2013-05-09 12:53:10.000,,,,,,,,
2013-05-09 12:53:11.000,,,,,,,,
2013-05-09 12:53:12.000,,,,,,,,
2013-05-09 13:56:09.000,,,,,,,,
2013-05-09 13:56:10.000,,,,,,,,
2013-05-09 11:51:59.900,,,,,,,,
2013-05-09 12:53:12.900,,,,9998.855267676574,,,,0
2013-05-09 13:56:10.900,,,,,,,,
2013-05-09 11:52:05.900,,,,20000,,,,-7631.548822833594
2013-05-09 11:52:06.900,,,,,,,,
2013-05-09 11:52:07.900,,,,,,,,
2013-05-09 11:52:08.900,,,,,,,,
2013-05-09 12:53:13.900,,,,9998.855267676574,,,,0
2013-05-09 12:53:14.900,,,,0,,,,7629.801806697119
2013-05-09 12:53:15.900,,,,,,,,
2013-05-09 12:53:16.900,,,,,,,,
2013-05-09 12:53:17.900,,,,,,,,
2013-05-09 12:53:18.900,,,,,,,,
2013-05-09 12:53:19.900,,,,,,,,
2013-05-09 12:53:20.900,,,,,,,,
2013-05-09 12:53:21.900,,,,,,,,
2013-05-09 13:56:18.900,,,,,,,,
2013-05-09 13:56:19.900,,,,,,,,
